name_a,type_a,name_b,type_b,similarity,confidence,reason
歐盟通用資料保護規範,policy,通用資料保護規範 (gdpr),policy,0.8419,0.9,節點 A 和節點 B 都指稱通用資料保護規範，且節點 B 的縮寫 GDPR 是節點 A 的標準化形式
災害復原程序,policy,回復程序,policy,0.841,0.8,災害復原程序和回復程序在安全政策的背景下是同義詞
gdpr,policy,個人資料保護法,policy,0.8379,0.8,GDPR 和 個人資料保護法 都是關於資料保護的政策
服務等級合約 (sla),policy,服務等級合約,policy,0.8365,1.0,兩節點名稱語意完全相同
存取權限控管,policy,限制存取權限,policy,0.835,0.9,節點 A 和節點 B 的名稱語意等價，均指存取權限的控管
密碼安全管控,policy,密碼保護和管理,policy,0.834,0.9,節點 A 和節點 B 的名稱語意相近，均指涉密碼的安全管理
災害緊急應變措施,policy,緊急應變計畫,policy,0.8335,0.8,兩節點名稱語意相近，均指涉及應對緊急情況的措施
備份和恢復計劃,policy,災難備援計畫,policy,0.8324,0.8,兩節點名稱語意相近，均指涉及資料備份和恢復的計畫
資訊存取控制政策,policy,資訊安全政策,policy,0.8315,0.8,資訊存取控制政策和資訊安全政策在本體論類別中相關聯，且名稱語意相近
資通安全風險管理,policy,風險控制,policy,0.8287,0.8,兩節點名稱語意相近，風險管理和風險控制在資通安全領域中相關聯
智慧財產權遵循政策,policy,保護智慧財產權的政策,policy,0.8286,0.9,兩節點名稱語意等價，均指保護智慧財產權的政策
安全管理政策,policy,資安管理制度,policy,0.8284,0.8,節點 A 和節點 B 的名稱語意相近，均指涉安全管理的政策或制度
密碼強度規範,policy,強式密碼原則,policy,0.8279,0.9,兩節點名稱語意等價，均指涉密碼強度的規範
風險管理計畫,policy,風險應對方案,policy,0.8265,0.8,風險管理計畫和風險應對方案在安全政策中是相關的概念，且名稱語意相近
資訊安全策略,policy,安全政策,policy,0.8263,0.9,節點名稱語意等價
風險減緩,policy,風險控制,policy,0.8261,0.9,風險減緩和風險控制是同義詞
資安規範,policy,資訊傳送安全性規則,policy,0.8256,0.8,兩節點名稱語意相近，皆指涉資訊安全的規範
風險管理計畫,policy,資通安全風險管理,policy,0.8255,0.8,風險管理計畫和資通安全風險管理在安全政策或標準規範的背景下是相關的概念，且名稱語意相近
iso/iec 27001,policy,iso/iec 27001:2022,policy,0.8251,0.9,節點名稱語意等價，版本號為標準化形式的變體
存取控制政策,policy,存取控制,policy,0.8245,0.8,存取控制政策和存取控制語意上相近，且政策通常包含控制的內容
法規,policy,資訊法律,policy,0.8223,0.8,法規和資訊法律都是指涉及資訊安全的規範和法律
備份和恢復計劃,policy,備援計畫,policy,0.8221,0.8,備份和恢復計劃與備援計畫在安全政策中語意相近
密碼強度規範,policy,強密碼原則,policy,0.8219,0.9,兩節點名稱語意等價，均指涉及密碼強度的安全政策
風險處理策略,policy,風險應對方案,policy,0.8209,0.9,風險處理策略和風險應對方案是同義詞
資訊安全事故處理流程,policy,資安通報流程,policy,0.8206,0.8,兩節點名稱語意相近，皆指涉資訊安全事件的處理流程
資訊安全管理作業程序,policy,安全程序,policy,0.8204,0.9,兩節點名稱語意相近，均指涉安全管理的程序
存取控管政策,policy,存取控制,policy,0.8189,0.9,存取控管政策和存取控制是同義詞
風險改善計畫,policy,風險應對方案,policy,0.8142,0.9,風險改善計畫和風險應對方案是同義詞
fips 140-2,policy,fips 140 密碼模組安全標準,policy,0.814,0.9,節點 A 和節點 B 都指涉 FIPS 140 標準，且節點 B 的名稱包含了「密碼模組安全標準」，這是 FIPS 140-2 的描述
系統權限管理,policy,存取權限管理,policy,0.814,0.9,系統權限管理和存取權限管理是同義詞
僅知原則,policy,必要知道原則,policy,0.8139,0.9,兩節點名稱語意等價，指稱同一個概念
風險處理策略,policy,風險控制措施,policy,0.8139,0.8,風險處理策略和風險控制措施在安全政策的背景下是同義詞
資訊安全教育與訓練,policy,教育訓練,policy,0.8137,0.8,節點 A 和節點 B 的名稱語意相近，均涉及教育和訓練
存取控制政策,policy,存取權限控管,policy,0.8136,0.9,存取控制政策和存取權限控管是同義詞
備援計畫,policy,災害復原計劃,policy,0.8129,0.9,備援計畫和災害復原計劃是同義詞，均指在發生災害或系統故障時恢復業務運作的計劃
風險處理措施,policy,風險控制,policy,0.8121,0.8,風險處理措施和風險控制是同義詞
法規,policy,規則制定標準,policy,0.812,0.8,法規和規則制定標準在安全政策或標準規範的本體論類別下具有相似的語意含義
安全管理政策,policy,安全策略,policy,0.8119,0.9,安全管理政策和安全策略是同義詞
安全策略,policy,策略,policy,0.8106,0.8,節點名稱語意相近，安全策略和策略在本體論類別policy下為同義詞
備援機制的政策,policy,備份政策,policy,0.8094,0.9,備援機制的政策和備份政策在安全政策的背景下是同義詞
風險處理措施,policy,風險應對方案,policy,0.8083,0.9,風險處理措施和風險應對方案是同義詞
gdpr,policy,電腦處理個人資料保護法,policy,0.808,0.9,節點 A 的 GDPR 是歐盟的通用資料保護規範，節點 B 的電腦處理個人資料保護法是台灣的相關法律，兩者雖名稱不同但都關注個人資料保護，GDPR 對台灣來說是一種參考標準
存取控制,policy,控制機制,policy,0.8077,0.8,存取控制和控制機制在安全政策的背景下是相關的概念，且存取控制可以被視為控制機制的一種形式
itsec,policy,安全策略,policy,0.8075,0.9,itsec 和 安全策略 是安全政策的同義詞
災難復原計畫,policy,備援計畫,policy,0.8075,0.8,災難復原計畫和備援計畫在安全政策中是相關的概念，且備援計畫可以被視為災難復原計畫的一部分
存取權限管理,policy,限制存取權限,policy,0.8066,0.9,節點 A 和節點 B 的名稱語意等價，均指涉及管理和限制存取權限的概念
風險減緩,policy,風險處理措施,policy,0.8066,0.8,風險減緩和風險處理措施在安全政策的背景下是同義詞
資訊安全政策,policy,安全策略,policy,0.8064,0.9,資訊安全政策和安全策略是同義詞
營運持續性計畫,policy,營運持續計畫 (bcp),policy,0.8039,0.9,兩節點名稱語意相近，營運持續性計畫和營運持續計畫（BCP）是同義詞
fips 140 密碼模組安全標準,policy,fips 140-3,policy,0.8027,0.9,節點 A 和節點 B 都指稱 FIPS 140 密碼模組安全標準，節點 B 的名稱是節點 A 的更具體版本
意識、培訓和教育,policy,教育培訓,policy,0.8021,0.9,節點 A 和節點 B 的名稱雖然不完全相同，但都包含了「教育」和「培訓」的元素，且意義相近
營運持續計畫 (bcp),policy,營運持續計畫,policy,0.8019,1.0,兩節點名稱語意等價
備份和恢復計劃,policy,災害復原計畫 (drp),policy,0.8019,0.9,備份和恢復計劃與災害復原計畫在安全政策中是相關的同義概念
處理偶發事故的計畫,policy,突發事件計畫,policy,0.8008,0.9,兩節點名稱語意等價，都是指處理意外事件的計畫
程式撰寫標準,policy,規則制定標準,policy,0.8005,0.8,程式撰寫標準和規則制定標準在安全政策或標準規範的本體論類別下具有語意等價性
網路犯罪份子,attacker,網路犯罪分子,attacker,0.9669,0.9,網路犯罪份子和網路犯罪分子是同義詞
網路攻擊者,attacker,攻擊者,attacker,0.896,0.8,節點 A 和節點 B 的名稱語意相近，均指涉攻擊者
黑帽攻擊者,attacker,黑帽駭客,attacker,0.8627,0.9,黑帽攻擊者和黑帽駭客是同義詞
網路攻擊者,attacker,駭客,attacker,0.8537,0.9,網路攻擊者和駭客在本體論類別attacker下具有相似的語意含義
黑帽駭客,attacker,惡意駭客,attacker,0.8473,0.9,黑帽駭客和惡意駭客都是指進行惡意攻擊的駭客
網路攻擊者,attacker,網路犯罪分子,attacker,0.8297,0.8,網路攻擊者和網路犯罪分子雖然名稱不同，但都指涉網路上進行惡意行為的個體
網路攻擊者,attacker,惡意駭客,attacker,0.8197,0.9,網路攻擊者和惡意駭客是同義詞
網路犯罪份子,attacker,網路攻擊者,attacker,0.815,0.9,網路犯罪份子和網路攻擊者在攻擊者本體論類別下具有相似的語意含義
對手,attacker,敵對者,attacker,0.81,0.9,對手和敵對者在攻擊者或威脅行為者本體論類別中為同義詞
系統管理人員,securityTeam,系統管理員,securityTeam,0.9863,0.9,系統管理人員和系統管理員是同義詞
美國國家標準局 (nist),securityTeam,美國國家標準與技術局 (nist),securityTeam,0.9785,1.0,兩節點名稱語意等價，都是指美國國家標準與技術局
系統管理者,securityTeam,系統管理員,securityTeam,0.956,0.9,系統管理者和系統管理員是同義詞
網路管理者,securityTeam,網路管理員,securityTeam,0.9509,0.9,網路管理者和網路管理員是同義詞
雲端服務提供業者,securityTeam,雲端服務供應商,securityTeam,0.944,0.9,節點 A 和節點 B 的名稱語意等價，均指雲端服務的提供者
系統管理人員,securityTeam,系統管理者,securityTeam,0.9357,0.9,系統管理人員和系統管理者是同義詞
網路安全性分析師,securityTeam,資安分析師,securityTeam,0.9259,0.9,網路安全性分析師和資安分析師是同義詞
安全性分析師,securityTeam,網路安全性分析師,securityTeam,0.9162,0.9,安全性分析師和網路安全性分析師在資安防禦團隊中指稱相似的角色
資安管理團隊,securityTeam,資安團隊,securityTeam,0.9139,0.9,兩節點名稱語意相近，均指涉資安防禦團隊或角色
檢測實驗室,securityTeam,測試實驗室,securityTeam,0.9128,0.8,檢測實驗室和測試實驗室在資安防禦團隊或角色中是同義詞
資安人員,securityTeam,資安管理人員,securityTeam,0.9047,0.8,資安人員和資安管理人員在安全團隊中都指涉資安工作的角色
資安團隊,securityTeam,網路安全性團隊,securityTeam,0.9037,0.9,兩節點名稱語意等價，都是指資安防禦團隊或角色
資安管理人員,securityTeam,資訊安全管理人員,securityTeam,0.9031,0.9,兩節點名稱語意等價，都是指資安防禦團隊中的管理人員
資產擁有者,securityTeam,資訊資產擁有者,securityTeam,0.9014,0.9,資產擁有者和資訊資產擁有者在資安防禦團隊或角色中指稱同一個概念
安全性分析師,securityTeam,資安分析師,securityTeam,0.9009,0.9,安全性分析師和資安分析師是同義詞
電腦鑑識專家,securityTeam,鑑識專家,securityTeam,0.8884,0.8,電腦鑑識專家和鑑識專家在資安防禦團隊中指稱同一類型的專家
第三方驗證單位,securityTeam,驗證單位,securityTeam,0.8822,0.8,節點名稱語意相近，第三方驗證單位和驗證單位都指涉資安防禦團隊或角色的驗證角色
鑑識人員,securityTeam,鑑識專家,securityTeam,0.8811,0.9,鑑識人員和鑑識專家在資安防禦團隊中指稱同一類型的角色
雲端服務供應商 (csp),securityTeam,雲端服務供應商,securityTeam,0.8761,1.0,兩節點名稱語意等價
資安長,securityTeam,資訊安全長,securityTeam,0.8751,0.9,資安長和資訊安全長是同義詞
資安人員,securityTeam,資訊安全維運人員,securityTeam,0.872,0.9,資安人員和資訊安全維運人員都是指從事資安防禦工作的團隊或角色
資安專家,securityTeam,網路安全專業人員,securityTeam,0.8624,0.9,兩節點名稱語意相近，皆指涉資安防禦的專業人員
雲端服務供應商 (csp),securityTeam,雲端服務提供業者,securityTeam,0.8482,0.9,兩節點名稱語意等價，均指雲端服務的提供者
中央目的事業主管機關,securityTeam,主管機關,securityTeam,0.8424,0.8,節點A和節點B的名稱語意相近，均指涉及主管機關的角色
資訊主管,securityTeam,資訊安全管理人員,securityTeam,0.8388,0.8,兩節點名稱語意相近，均指涉資訊安全管理角色
資安管理團隊,securityTeam,網路安全性團隊,securityTeam,0.8369,0.9,兩節點名稱語意相近，均指涉資安防禦團隊
資安人員,securityTeam,資訊安全管理人員,securityTeam,0.8368,0.9,兩節點名稱語意相近，均指涉及資安防禦的團隊或角色
安全性測試人員,securityTeam,資安人員,securityTeam,0.8313,0.8,安全性測試人員和資安人員都是資安防禦團隊的角色，名稱語意相近
資訊主管,securityTeam,資訊安全長,securityTeam,0.8312,0.9,資訊主管和資訊安全長都是資安防禦團隊或角色的領導角色
安全主管,securityTeam,資安管理人員,securityTeam,0.831,0.8,安全主管和資安管理人員都是資安防禦團隊中的角色，名稱語意相近
網路安全專業人員,securityTeam,資訊安全維運人員,securityTeam,0.8231,0.8,網路安全專業人員和資訊安全維運人員都是指從事資安防禦工作的角色
資安專家,securityTeam,資安人員,securityTeam,0.8207,0.8,資安專家和資安人員在本體論類別securityTeam下為同義詞
安全性測試人員,securityTeam,滲透測試人員,securityTeam,0.819,0.9,安全性測試人員和滲透測試人員都是資安防禦團隊中負責測試系統安全性的角色，名稱語意相近
